 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,59742,4,2,168,116,42,42,42.0,0.0,58,58,58.0,0.0,4753.774564,100.431857,11948.4,17188.22656,37400,1,37449,12483.0,21578.76778,37400,1,4,4.0,0.0,4,4,0,0,0,0,144,64,66.95457132,33.47728566,42,58,46.57142857,7.807200584,60.95238095,0,0,0,0,0,0,0,0,0,54.33333333,42.0,58.0,144,0,0,0,0,0,0,4,168,2,116,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,184851,6,7,370,3788,201,0,61.66666667,83.05821252,1460,0,541.1428571,661.7178222,22493.7923,70.32691195,15404.25,18471.0505,44184,54,146121,29224.2,19578.10376,49996,533,146060,24343.33333,25725.43409,59297,54,0,0,0,0,132,152,32.45857474,37.8683372,0,1460,297.0,518.8341961,269188.9231,0,0,0,1,0,0,0,0,1,319.8461538,61.66666667,541.1428571,132,0,0,0,0,0,0,6,370,7,3788,8192,60,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,190,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1705263.158,21052.63158,63.33333333,104.5003987,184,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,10526.31579,10526.31579,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,113779426,2,2,96,359,51,45,48.0,4.242640687,201,158,179.5,30.40559159,3.998965507,0.035155741,37900000.0,65600000.0,114000000,64828,114000000,114000000.0,0.0,114000000,114000000,114000000,114000000.0,0.0,114000000,114000000,0,0,0,0,52,60,0.01757787,0.01757787,45,201,100.0,74.18894796,5504.0,0,0,0,0,0,0,0,0,1,125.0,48.0,179.5,52,0,0,0,0,0,0,2,96,2,359,-1,-1,1,20,64828.0,0.0,64828,64828,114000000.0,0.0,114000000,114000000,BENIGN
443,1,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
34098,18,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,111111.1111,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,55555.55556,55555.55556,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,905,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5362454,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.745927145,1787484.667,3062328.598,5323486,58,5362454,2681227.0,3736718.513,5323486,38968,0,0.0,0.0,0,0,0,0,0,0,104,40,0.559445358,0.186481786,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,262,2,2,74,526,37,37,37.0,0.0,263,263,263.0,0.0,2290076.336,15267.17557,87.33333333,109.4364351,211,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,40,40,7633.587786,7633.587786,37,263,127.4,123.785298,15322.8,0,0,0,0,0,0,0,0,1,159.25,37.0,263.0,40,0,0,0,0,0,0,2,74,2,526,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
14544,236,7,7,42,10556,6,6,6.0,0.0,2920,6,1508.0,1264.48883,44900000.0,59322.0339,18.15384615,27.96976389,77,0,161,26.83333333,45.19476371,111,0,202,33.66666667,78.06066017,193,1,0,0,0,0,140,140,29661.01695,29661.01695,6,2920,706.9333333,1134.397478,1286857.638,0,0,0,0,1,1,0,0,1,757.4285714,6.0,1508.0,140,0,0,0,0,0,0,7,42,7,10556,274,256,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,185,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,1037837.838,21621.62162,61.66666667,67.21111019,135,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,0,0,0,0,40,40,10810.81081,10810.81081,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,9381,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,1279.181324,213.1968873,9381.0,0.0,9381,9381,9381,9381.0,0.0,9381,9381,0,0.0,0.0,0,0,0,0,0,0,40,0,213.1968873,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,31340184,12,10,4880,3006,832,0,406.6666667,419.6479766,864,0,300.6,332.3185219,251.625836,0.701974181,1492389.714,3522767.72,9994194,39,21400000,1942211.364,3943047.232,10000000,36522,31300000,3478189.0,4893109.929,10000000,129924,0,0,0,0,252,236,0.382895008,0.319079173,0,864,342.8695652,376.3060051,141606.2095,0,0,0,1,0,0,0,0,0,358.4545455,406.6666667,300.6,252,0,0,0,0,0,0,12,4880,10,3006,8192,77,11,20,784759.5,1058335.912,1533116,36403,9897403.0,136883.1449,9994194,9800612,BENIGN
53512,832,1,1,483,6,483,483,483.0,0.0,6,6,6.0,0.0,587740.3846,2403.846154,832.0,0.0,832,832,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0,0,0,32,20,1201.923077,1201.923077,6,483,324.0,275.3960784,75843.0,0,1,0,0,1,0,0,0,1,486.0,483.0,6.0,32,0,0,0,0,0,0,1,483,1,6,235,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5841140,7,7,3495,4048,3465,0,499.2857143,1307.758988,1359,0,578.2857143,715.8111283,1291.357509,2.396792407,449318.4615,1565074.198,5657109,3,5841140,973523.3333,2295191.164,5657109,48,148881,24813.5,45311.23327,112670,3,0,0,0,0,160,148,1.198396203,1.198396203,0,3465,502.8666667,986.6427829,973463.981,0,0,0,1,0,0,0,0,1,538.7857143,499.2857143,578.2857143,160,0,0,0,0,0,0,7,3495,7,4048,29200,13140,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,151,2,2,80,202,40,40,40.0,0.0,101,101,101.0,0.0,1867549.669,26490.06623,50.33333333,80.25168742,143,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,13245.03311,13245.03311,40,101,64.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,80.5,40.0,101.0,40,0,0,0,0,0,0,2,80,2,202,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,147,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,1333333.333,27210.88435,49.0,47.50789408,97,2,48,48.0,0.0,48,48,2,2.0,0.0,2,2,0,0,0,0,64,64,13605.44218,13605.44218,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,64,0,0,0,0,0,0,2,82,2,114,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,191,2,2,104,220,52,52,52.0,0.0,110,110,110.0,0.0,1696335.079,20942.40838,63.66666667,70.81195756,141,2,48,48.0,0.0,48,48,2,2.0,0.0,2,2,0,0,0,0,80,80,10471.20419,10471.20419,52,110,75.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,94.0,52.0,110.0,80,0,0,0,0,0,0,2,104,2,220,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
33226,3,2,0,483,0,483,0,241.5,341.5325753,0,0,0.0,0.0,161000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,483,322.0,278.86018,77763.0,0,1,0,0,1,0,0,0,0,483.0,241.5,0.0,64,0,0,0,0,0,0,2,483,0,0,235,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
48951,50,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20000.0,20000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,4550,39672,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,108250,2,2,72,328,36,36,36.0,0.0,164,164,164.0,0.0,3695.150115,36.95150115,36083.33333,62492.97049,108244,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,64,18.47575058,18.47575058,36,164,87.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,109.0,36.0,164.0,40,0,0,0,0,0,0,2,72,2,328,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53614,49,3,0,37,0,37,0,12.33333333,21.36195996,0,0,0.0,0.0,755102.0408,61224.4898,24.5,33.23401872,48,1,49,24.5,33.23401872,48,1,0,0.0,0.0,0,0,0,0,0,0,96,0,61224.4898,0.0,0,37,9.25,18.5,342.25,0,0,0,0,1,0,0,0,0,12.33333333,12.33333333,0.0,96,0,0,0,0,0,0,3,37,0,0,72,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,69837946,173,320,983,544523,243,0,5.682080925,29.76023514,4344,0,1701.634375,645.7632218,7811.025828,7.059199593,141947.0447,2687293.412,59000000,0,69800000,406034.5698,4541773.993,59000000,1,69800000,218834.0627,3338995.203,59000000,1,0,0,0,0,5544,10248,2.477163346,4.582036247,0,4344,1104.263158,963.1980957,927750.5716,0,0,0,1,0,0,0,0,1,1106.503043,5.682080925,1701.634375,5544,0,0,0,0,0,0,173,983,320,544523,29200,126,8,32,1121607.0,1484235.518,2171120,72094,33800000.0,35600000.0,59000000,8577632,BENIGN
35278,84,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,23809.52381,84.0,0.0,84,84,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,11904.7619,11904.7619,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,219,342,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57758,1,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,64,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,117151549,18,15,868,3548,434,0,48.22222222,140.3472817,1774,0,236.5333333,624.2098853,37.69476407,0.281686416,3660985.906,4836741.639,10200000,47,117000000,6891267.588,4707329.926,10300000,12497,114000000,8132821.786,4168381.233,10300000,519,0,0,0,0,584,488,0.153647136,0.12803928,0,1774,129.8823529,429.8450577,184766.7736,0,0,0,1,0,0,0,0,0,133.8181818,48.22222222,236.5333333,584,0,0,0,0,0,0,18,868,15,3548,29200,972,2,32,162777.2727,417676.745,1422120,36626,10200000.0,60984.56264,10200000,10000000,BENIGN
50632,19803896,1,2,0,356,0,0,0.0,0.0,356,0,178.0,251.7300141,17.97626083,0.151485344,9901948.0,14000000.0,19800000,359,0,0.0,0.0,0,0,19800000,19800000.0,0.0,19800000,19800000,0,0,0,0,40,64,0.050495115,0.100990229,0,356,89.0,178.0,31684.0,0,0,0,1,1,0,0,0,2,118.6666667,0.0,178.0,40,0,0,0,0,0,0,1,0,2,356,28960,229,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48242,1,1,38,70,38,38,38.0,0.0,70,70,70.0,0.0,2238.713155,41.45765101,48242.0,0.0,48242,48242,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,20.7288255,20.7288255,38,70,48.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,73.0,38.0,70.0,20,0,0,0,0,0,0,1,38,1,70,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,206,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9708.737864,206.0,0.0,206,206,206,206.0,0.0,206,206,0,0.0,0.0,0,0,0,0,0,0,64,0,9708.737864,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,364,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,296,2,2,68,380,34,34,34.0,0.0,190,190,190.0,0.0,1513513.514,13513.51351,98.66666667,127.7706278,244,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,64,64,6756.756757,6756.756757,34,190,96.4,85.44471897,7300.8,0,0,0,0,0,0,0,0,1,120.5,34.0,190.0,64,0,0,0,0,0,0,2,68,2,380,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53011,48,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20833.33333,20833.33333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,16384,485,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,28895,1,1,47,63,47,47,47.0,0.0,63,63,63.0,0.0,3806.887005,69.21612736,28895.0,0.0,28895,28895,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,34.60806368,34.60806368,47,63,52.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,78.5,47.0,63.0,20,0,0,0,0,0,0,1,47,1,63,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30979,4,4,152,476,38,38,38.0,0.0,119,119,119.0,0.0,20271.79702,258.2394525,4425.571429,11614.21069,30764,1,30835,10278.33333,17798.26549,30830,1,211,70.33333333,80.15817696,159,3,0,0,0,0,104,80,129.1197263,129.1197263,38,119,74.0,42.69074841,1822.5,0,0,0,0,0,0,0,0,1,83.25,38.0,119.0,104,0,0,0,0,0,0,4,152,4,476,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,116066715,17,16,514,1969,430,0,30.23529412,103.0361159,1460,0,123.0625,377.918416,21.39286875,0.284319238,3627084.844,4784699.985,10000000,48,116000000,7254169.688,4449155.705,10000000,17798,110000000,7365900.4,4588091.342,10000000,48,0,0,0,0,364,476,0.146467486,0.137851752,0,1460,73.02941176,269.0452801,72385.36275,0,0,0,1,0,0,0,0,0,75.24242424,30.23529412,123.0625,364,0,0,0,0,0,0,17,514,16,1969,8192,946,15,20,44545.18182,18624.12816,100698,38750,9999886.727,4849.881774,10000000,9993541,BENIGN
53,191193,1,1,52,132,52,52,52.0,0.0,132,132,132.0,0.0,962.3783298,10.46063402,191193.0,0.0,191193,191193,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,5.23031701,5.23031701,52,132,78.66666667,46.18802154,2133.333333,0,0,0,0,0,0,0,0,1,118.0,52.0,132.0,32,0,0,0,0,0,0,1,52,1,132,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,200,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,1060000.0,20000.0,66.66666667,32.33161507,104,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,52,40,10000.0,10000.0,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,52,0,0,0,0,0,0,2,90,2,122,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,156,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1230769.231,25641.02564,52.0,50.56678752,104,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,40,40,12820.51282,12820.51282,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61598,2,2,72,286,36,36,36.0,0.0,143,143,143.0,0.0,5811.877009,64.93717328,20532.66667,35558.42573,61592,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,32.46858664,32.46858664,36,143,78.8,58.60631365,3434.7,0,0,0,0,0,0,0,0,1,98.5,36.0,143.0,64,0,0,0,0,0,0,2,72,2,286,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5685226,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.110734032,0.703578011,1895075.333,3241058.9,5637427,113,5685226,2842613.0,3952463.863,5637427,47799,0,0.0,0.0,0,0,0,0,0,0,72,32,0.527683508,0.175894503,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,26883,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,0,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,inf,inf,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,0.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,256,79,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
42075,48,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,645833.3333,62500.0,24.0,32.52691193,47,1,48,24.0,32.52691193,47,1,0,0.0,0.0,0,0,0,0,0,0,96,0,62500.0,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,96,0,0,0,0,0,0,3,31,0,0,939,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,202,2,2,94,220,47,47,47.0,0.0,110,110,110.0,0.0,1554455.446,19801.9802,67.33333333,106.3500509,190,1,11,11.0,0.0,11,11,1,1.0,0.0,1,1,0,0,0,0,64,64,9900.990099,9900.990099,47,110,72.2,34.50652112,1190.7,0,0,0,0,0,0,0,0,1,90.25,47.0,110.0,64,0,0,0,0,0,0,2,94,2,220,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30564,1,1,58,186,58,58,58.0,0.0,186,186,186.0,0.0,7983.248266,65.4364612,30564.0,0.0,30564,30564,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,32.7182306,32.7182306,58,186,100.6666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,151.0,58.0,186.0,40,0,0,0,0,0,0,1,58,1,186,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115592747,23,22,1922,8621,469,0,83.56521739,160.1459068,1700,0,391.8636364,585.04524,91.20814475,0.389297782,2627107.886,4363776.449,10000000,4,116000000,5254215.773,4975745.041,10000000,4,110000000,5255484.619,5119438.603,10000000,49,0,0,0,0,472,448,0.198974422,0.19032336,0,1700,229.1956522,444.085158,197211.6275,0,0,0,1,0,0,0,0,0,234.2888889,83.56521739,391.8636364,472,0,0,0,0,0,0,23,1922,22,8621,8192,270,22,20,51792.91667,101192.7056,373119,22193,9580935.667,1379219.632,10000000,5204999,BENIGN
80,93,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,129032.2581,21505.37634,93.0,0.0,93,93,93,93.0,0.0,93,93,0,0.0,0.0,0,0,0,0,0,0,40,0,21505.37634,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,251,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
139,11950,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,167.3640167,11950.0,0.0,11950,11950,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,83.68200837,83.68200837,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,65535,269,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49656,57,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,210526.3158,35087.7193,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,17543.85965,17543.85965,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,115,253,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115966925,27,31,867,22975,490,0,32.11111111,102.5296705,1487,0,741.1290323,712.0103343,205.5931034,0.500142605,2034507.456,3996702.285,10000000,1,116000000,4460266.346,4983568.287,10100000,4,111000000,3687942.1,4921667.016,10100000,57,0,0,0,0,872,1000,0.232825006,0.267317599,0,1487,404.1016949,628.391068,394875.3343,0,0,0,1,0,0,0,0,1,411.0689655,32.11111111,741.1290323,872,0,0,0,0,0,0,27,867,31,22975,29200,357,4,32,46130.58333,33550.21907,152666,36257,9617779.5,1362450.013,10000000,5291445,BENIGN
53,48970,2,2,70,444,35,35,35.0,0.0,222,222,222.0,0.0,10496.22218,81.68266285,16323.33333,28188.83822,48873,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,80,80,40.84133143,40.84133143,35,222,109.8,102.4241183,10490.7,0,0,0,0,0,0,0,0,1,137.25,35.0,222.0,80,0,0,0,0,0,0,2,70,2,444,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,179,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1810055.866,22346.36872,59.66666667,97.28480525,172,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,11173.18436,11173.18436,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,1245952,2,2,91,152,47,44,45.5,2.121320344,92,60,76.0,22.627417,195.0315903,3.210396548,415317.3333,657539.7494,1174445,23408,1197853,1197853.0,0.0,1197853,1197853,1222544,1222544.0,0.0,1222544,1222544,0,0,0,0,72,52,1.605198274,1.605198274,44,92,57.4,20.44015656,417.8,0,0,0,0,0,0,0,0,1,71.75,45.5,76.0,72,0,0,0,0,0,0,2,91,2,152,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115846845,16,14,660,710,576,0,41.25,142.6078539,704,0,50.71428571,188.0353602,11.82595866,0.258962598,3994718.793,4859966.121,10000000,51,116000000,7723123.0,4115842.401,10000000,106,110000000,8494791.615,3751711.338,10000000,36847,0,0,0,0,332,424,0.138113386,0.120849213,0,704,44.19354839,159.9361163,25579.56129,0,0,0,1,0,0,0,0,0,45.66666667,41.25,50.71428571,332,0,0,0,0,0,0,16,660,14,710,8192,344,15,20,61608.90909,82905.01571,311575,36416,9977700.636,60182.78035,10000000,9796809,BENIGN
53,257,2,2,62,244,31,31,31.0,0.0,122,122,122.0,0.0,1190661.479,15564.20233,85.66666667,65.24058042,161,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,40,40,7782.101167,7782.101167,31,122,67.4,49.84275273,2484.3,0,0,0,0,0,0,0,0,1,84.25,31.0,122.0,40,0,0,0,0,0,0,2,62,2,244,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
32898,190,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10526.31579,190.0,0.0,190,190,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,5263.157895,5263.157895,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,118,305,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
17919,155,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,77419.35484,12903.22581,155.0,0.0,155,155,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,6451.612903,6451.612903,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,335,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117738623,42,54,10342,57668,1500,0,246.2380952,526.8875851,3139,0,1067.925926,979.7408177,577.6354289,0.815365405,1239353.926,3239002.44,10000000,0,118000000,2871673.732,4468856.689,10000000,1,113000000,2132684.83,4100396.703,10000000,48,0,0,0,0,1352,1736,0.356722365,0.45864304,0,3139,701.1340206,905.4460989,819832.6381,0,0,0,1,0,0,0,0,1,708.4375,246.2380952,1067.925926,1352,0,0,0,0,0,0,42,10342,54,57668,29200,1532,10,32,253221.8182,763266.2087,2554556,22925,10000000.0,5972.70091,10000000,10000000,BENIGN
